MAP KEY,TAX PARCEL,JAXGIS,ACRES,CURRENT USE,POTENTIAL  FOR  REDEVELOPMENT,ADDRESS,ASSESSED VALUE,JUST MARKET VALUE*,DISTRICT,ZONING,MAX HEIGHT,WATERFRONT,RESERVATION OF WATERFRONT EASEMENT,EXISTING SUBMERGED LAND LEASE,"HISTORIC 
LANDMARK",APPLICABLE PLANS,PARCEL DETAILS
40,074594 0000,074594 0000,0.06,Vacant Land,YES,"625 CHURCH ST W, 32202",41700,41700,LaVilla,CCBD,75',NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; LaVilla Neighborhood Development Strategy,
40,074592 0000,074592 0000,0.13,Vacant Land,YES,"617 CHURCH ST W, 32202",83445,83445,LaVilla,CCBD,75',NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; LaVilla Neighborhood Development Strategy,
40,074595 0000,074595 0000,0.24,Vacant Land,YES,"502 BROAD ST N, 32202",155640,155640,LaVilla,CCBD,75',NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; LaVilla Neighborhood Development Strategy,
40,074596 0000,074596 0000,0.24,Building,NO,"644 ASHLEY ST W, 32202",159509,159509,LaVilla,CCBD,75',NO,NO,NO,YES,Northbank CRA Plan & BID Strategy; LaVilla Neighborhood Development Strategy,"Genovar's Hall; Walter Hood plan calls for 644 and 622 to become Park, relocate shotgun houses to 622; renovating shotgun houses this year- historic"
40,074593 0000,074593 0000,0.07,Vacant Land,YES,"0 CHURCH ST W, 32202; Church/Jefferson/Ashley/Broad",43635,43635,LaVilla,CCBD,75',NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; LaVilla Neighborhood Development Strategy,
40,074591 0000,074591 0000,0.25,Buildings,YES,"0 JEFFERSON ST N, 32202; Intersection of Jefferson & Church",183281,183281,LaVilla,CCBD,75',NO,NO,NO,YES,Northbank CRA Plan & BID Strategy; LaVilla Neighborhood Development Strategy,Historic shot-gun houses on site 
41,074570 0000,074570 0000,0.04,Vacant Land,NO,"640 CHURCH ST, 32202",56300,56300,LaVilla,CCBD,75',NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; LaVilla Neighborhood Development Strategy,JFRD Use
41,074567 0000,074567 0000,0.08,Vacant Land,NO,"0 CHURCH ST W, 32202; Church/Broad/Duval/Jefferson",94527,94527,LaVilla,CCBD,75',NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; LaVilla Neighborhood Development Strategy,JFRD Use
41,074559 0000,074559 0000,0.35,Occupied Land,NO,"639 DUVAL ST W, 32202",881698,881698,LaVilla,CCBD,75',NO,NO,NO,NO,Northbank CRA Plan & BID Strategy; LaVilla Neighborhood Development Strategy,Fire Station on parcel
41,074568 0000,074568 0000,0.05,Vacant Land,NO,"636 CHURCH ST W, 32202",64562,64562,LaVilla,CCBD,75',NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; LaVilla Neighborhood Development Strategy,JFRD Use
41,074569 0000,074569 0000,0.03,Vacant Land,NO,"415 JEFFERSON ST, 32202",38517,38517,LaVilla,CCBD,75',NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; LaVilla Neighborhood Development Strategy,JFRD Use
42,074552 0000,074552 0000,0.06,Vacant Land,YES,"628 DUVAL ST W, 32202",71550,71550,LaVilla,CCBD,75',NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; LaVilla Neighborhood Development Strategy,
43,074556 0000,074556 0000,0.08,Vacant Building,YES,"324 BROAD ST N, 32202",124859,124859,LaVilla,CCBD,75',NO,NO,NO,NO,Northbank CRA Plan & BID Strategy; LaVilla Neighborhood Development Strategy,Notice of Disposition authorized; No rear access; DIA desires developers to retain the façade on Broad Street.
44,074489 0000,074489 0000,0.1,Bay and Broad Pocket Park,NO,"0 BROAD ST N, 32202; Broad/Forsyth/Clay/Bay",132326,132326,Central Core,CCBD,Unlimited,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy,Currently managed by Parks & Rec
44,074490 0000,074490 0000,0.15,Bay and Broad Pocket Park,NO,"0 BROAD ST N, 32202; Broad/Forsyth/Clay/Bay",197043,197043,Central Core,CCBD,Unlimited,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy,Currently managed by Parks & Rec
45,074474 0000,074474 0000,2.74,Water Street Garage,NO,"541 WATER ST W, 32202",8863800,8863800,Central Core,CCBD,Unlimited,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy,
46,073795 0015,073795 0015,7.87,Duval County Courthouse,NO,"501 ADAMS ST W, 32202",219358845,219358845,Central Core,CCBD,Unlimited,NO,NO,NO,NO,Northbank CRA Plan & BID Strategy,
47,073854 0000,073854 0000,0.7,Fire & Rescue Dept/EOC,NO,"515 JULIA ST, 32202",10907387,10907387,Church,CCBD,Unlimited,NO,NO,NO,NO,Northbank CRA Plan & BID Strategy,
47,073856 0000,073856 0000,0.17,Occupied Land (Parking lot),YES,"0 ASHLEY ST W, 32202; Ashley/Hogan/Church/Julia",134268,212016,Church,CCBD,Unlimited,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy,"Subject to disposition pursuant to RDA with Ace Jax, LLC
"
48,073799 0000,073799 0000,1.48,State Attorney's Office,NO,"311 MONROE ST W, 32202",9041759,15673470,Central Core,CCBD,Unlimited,NO,NO,NO,NO,Northbank CRA Plan & BID Strategy,
49,073768 1000,073768 1000,1.25,Ed Ball Building,NO,"214 HOGAN ST N, 32202",29886500,29886500,Central Core,CCBD,Unlimited,NO,NO,NO,YES,Northbank CRA Plan & BID Strategy,
49,073768 1300,073768 1300,0.13,Ed Ball Building,NO,"0 HOGAN ST, 32202
Corner of Hogan & Adams",148203,148203,Central Core,CCBD,Unlimited,NO,NO,NO,YES,Northbank CRA Plan & BID Strategy,
50,074479 0000,074479 0000,5.39,Times Union Center for the Performing Arts,NO,"300 WATER ST, 32202",24989456,24989456,Central Core,CCBD,0'-75' Riverfront Zone,YES,YES,YES,NO,Northbank CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,
51,080270 5000,080270 5000,0.54,City Boat Launch/submerged land,NO,"0 MUSEUM CIR, 32207; Southbank inbetween Acosta Bridge & Main St Bridge",72691,72691,Southbank,CCBD,0'-75' Riverfront Zone,YES,YES,YES,N/A,Southside CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,Currently managed by Parks & Rec
51,080269 0100,080269 0100,7.49,Friendship Fountain. St Johns River Park & MOSH,NO,"1025 MUSEUM CIR, 32207",TBD,TBD,Southbank,CCBD,0'-75' Riverfront Zone,YES,YES,YES,NO,Southside CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,Currently managed by Parks & Rec; Fountain and park undergoing major renovations. 
51,080269 0600,080269 0600,0.71,Vacant Land /boat ramp,YES,"901 MUSEUM CIR, 32207",TBD,TBD,Southbank,CCBD,0'-75' Riverfront Zone,YES,YES,YES,N/A,Southside CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,Potential for waterfront restaurant.
52,080314 0000,080314 0000,2.77,Jessie Ball DuPont Park,NO,"1207 PRUDENTIAL DR, 32207",3242520,3242520,Southbank,CCBD,Unlimited,NO,NO,NO,N/A,Southside CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,Commonly known as Treaty Oak Park; activity severely restricted by arborist.
53,074457 1100,074457 1100,5.96,Vacant Land,NO,"2 INDEPENDENT DR W, 32202",9444237,9444237,Central Core,CCBD,0'-75' Riverfront Zone,YES,YES,YES,N/A,Northbank CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,Design of public space in progress; anticipate one private development pad near Independent Drive/Main street will be available for development.
53,074445 0700,074445 0700,0.41,Vacant Land,YES,"0 INDEPENDENT DR W, 32202; Independent/Main St right before the Main St Bridge S ramp",662352,662352,Central Core,CCBD,0'-75' Riverfront Zone,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,
54,074445 0000,074445 0000,1.61,Occupied Land (surface parking),YES ,"0 COASTLINE DR E, 32202; Coastline/Independent/Main St Bridge N ramp",2743183,2743183,Central Core,CCBD,0'-75' Riverfront Zone,YES,YES,YES,N/A,Northbank CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,Surface parking managed by Office of Public Parking; potential for future redevelopment.
54,074445 0600,074445 0600,0.26,Occupied Land (surface parking),NO,"0 INDEPENDENT DR E, 32202; Independent/Ocean/Main St S.",335130,335130,Central Core,CCBD,0'-75' Riverfront Zone,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,Between FDOT bridge ramps and utility limited
54,074444 9015,074444 9015,0.01,Occupied Land (surface parking),YES,"0 COASTLINE DR E, 32202; Adjacent to Hyatt Parking Garage",13263,13263,Central Core,CCBD,0'-75' Riverfront Zone,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,Surface parking managed by Office of Public Parking; potential for future redevelopment.
54,074444 9020,074444 9020,0.01,Occupied Land (surface parking),YES,"0 COASTLINE DR E, 32202; Adjacent to Hyatt Parking Garage",78420,78420,Central Core,CCBD,0'-75' Riverfront Zone,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,Surface parking managed by Office of Public Parking; potential for future redevelopment.
54,074444 9000,074444 9000,0.17,Occupied Land (surface parking),YES,"0 COASTLINE DR E, 32202; Adjacent to Hyatt Parking Garage",202817,202817,Central Core,CCBD,0'-75' Riverfront Zone,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,Surface parking managed by Office of Public Parking; potential for future redevelopment.
55,073750 0000,073750 0000,0.26,Snyder Memorial Church,YES,"226 LAURA ST N, 32202",630748,630748,Central Core,CCBD,Unlimited,NO,NO,NO,YES,Northbank CRA Plan & BID Strategy,Historic Landmark with significant cultural heritage.
56,073752 0000,073752 0000,2.04,James Weldon Johnson Park,NO,"134 HOGAN ST N, 32202",2875742,2875742,Central Core,CCBD,Unlimited,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy,Currently managed by Parks & Rec.
57,073753 0000,073753 0000,1.55,City Hall,NO,"117 DUVAL ST W, 32202",27581500,27581500,Central Core,CCBD,Unlimited,NO,NO,NO,YES,Northbank CRA Plan & BID Strategy,
58,073715 0000,073715 0000,0.25,Godbold Building,NO,"407 LAURA ST N, 32202",5978500,5978500,Central Core,CCBD,Unlimited,NO,NO,NO,NO,Northbank CRA Plan & BID Strategy,Occupied by the Public Defenders Office.
58,073716 0000,073716 0000,1.13,Godbold Building,NO,"33 DUVAL ST W, 32202",3850100,3850100,Central Core,CCBD,Unlimited,NO,NO,NO,NO,Northbank CRA Plan & BID Strategy,
59,073708 0000,073708 0000,1.75,Jax Library,NO,"303 LAURA ST N, 32202",40591446,40591446,Central Core,CCBD,Unlimited,NO,NO,NO,NO,Northbank CRA Plan & BID Strategy,
59,073710 0000,073710 0000,0.25,MOCA,NO,"333 LAURA ST N,  32202",2632171,2632171,Central Core,CCBD,Unlimited,NO,NO,NO,YES,Northbank CRA Plan & BID Strategy,
60,073596 0000,073596 0000,0.15,Main Street Park,NO,"33 MONROE ST E, 32202",171045,171045,Cathedral,CCBD,65',NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; The Cathedral District Master Plan,Currently managed by Parks & Rec
60,073592 0000,073592 0000,0.49,Main Street Park,NO,"0 MONROE ST, 32202; Monroe/Main/Duval/Ocean",576456,576456,Cathedral,CCBD,65',NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; The Cathedral District Master Plan,Currently managed by Parks & Rec
60,073598 0000,073598 0000,0.14,Main Street  Park,NO,"325 MAIN ST N, 32202",167670,167670,Cathedral,CCBD,65',NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; The Cathedral District Master Plan,Currently managed by Parks & Rec
61,073567 0000,073567 0000,0.13,Vacant Land/parking,NO,"0 DUVAL ST E, 32202; Duval/Newman/Monroe/Ocean",146093,149289,Cathedral,CCBD,65',NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; The Cathedral District Master Plan,Parking and access for SOE office
61,073563 0000,073563 0000,0.76,Supervisor of Elections,NO,"105 MONROE ST E, 32202",1286243,1286243,Cathedral,CCBD,65',NO,NO,NO,NO,Northbank CRA Plan & BID Strategy; The Cathedral District Master Plan,
62,073462 0000,073462 0000,0.13,Jessie B Smith Pocket Park,NO,"0 FORSYTH ST E, 32202; Forsyth/Ocean/Adams/Newman",148309,151925,Central Core,CCBD,Unlimited,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy,Currently managed by Parks & Rec
63,073457 0000,073457 0000,0.45,Florida Theatre,NO,"128 FORSYTH ST E, 32202",2458924,2458924,Central Core,CCBD,Unlimited,NO,NO,NO,YES,Northbank CRA Plan & BID Strategy,
64,073380 0000,073380 0000,1.52,Yates Building and Garage,NO,"231 FORSYTH ST E, 32202",8981900,8981900,Central Core,CCBD,Unlimited,NO,NO,NO,NO,Northbank CRA Plan & BID Strategy,
65,073386 0000,073386 0000,0.38,Parking Lot,NO,"0 MARKET ST N, 32202; Market/Adams/Liberty/Forsyth",264109,264109,Central Core,CCBD,Unlimited,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy,Churchwell Lofts Parking
66,074443 0000,074443 0000,2.39,Vacant Land,YES,"220 BAY ST E, 32202",3149400,3149400,Central Core,CCBD,Unlimited,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy,Subject to Hyatt ROFR; available for Civic use
67,073358 0000,073358 0000,5.99,Vacant Land,YES,"330 BAY ST E, 32202",3937838,3937838,Central Core,CCBD,Unlimited & 0'-75' Riverfront Zone,YES,YES,YES,N/A,Northbank CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,"Notice of Disposition planned for November (""Ford on Bay"").  1/2 submerged to be developed as a public marina. "
68,080394 0006,080394 0006,0.1,St. Johns Park,NO,"0 RIVERPLACE BLVD, 32207; Riverplace/Wharfside",3211,3211,Southbank,CCBD,Unlimited,NO,NO,NO,N/A,Southside CRA Plan & BID Strategy,Currently managed by the COJ Parks & Recreation Department. 
69,073358 0625,073358 0625,0.09,Vacant Land,NO,"0 BAY ST E, 32202; Intersection of Bay & Liberty",12147,12147,Central Core,PUD,0'-75' Riverfront Zone,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,ROW Extension currently managed by Parks/Developer
69,073358 0400,073358 0400,2,Vacant Land,NO,"0 BAY ST, 32202; Bay/Liberty/Land surrounding Berkman Plaza Phase I & II",1169277,1169277,Central Core,PUD,0'-75' Riverfront Zone,YES,YES,NO,N/A,Northbank CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,"Land surrounding the Berkman Plaza, inclusive of interior park; submerged land lease grantee DB Holdings, LLC for marina
"
69,073358 0025,073358 0025,0.09,Vacant Land,NO,"0 BAY ST E, 32202;  Bay/ Liberty",301,301,Central Core,PUD,0'-75' Riverfront Zone,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,Managed by Parks/Developer
70,073402 0000,073402 0000,10.06,Police Memorial Building,NO,"501 BAY ST E, 32202",71777575,71777575,Sports & Entertainment,CCBD,Unlimited,NO,NO,NO,NO,Northbank CRA Plan & BID Strategy,JSO
71,074009 0000,074009 0000,1.12,Fire Station #1,NO,"611 LIBERTY ST N, 32202",820887,820887,Cathedral,CCBD,65',NO,NO,NO,NO,Northbank CRA Plan & BID Strategy; The Cathedral District Master Plan,Fire & Rescue
72,074116 0000,074116 0000,1.32,Florida Department of Law Enforcement,NO,"711 LIBERTY ST N, 32202",3155516,3155516,Cathedral,CCBD,65',NO,NO,NO,NO,Northbank CRA Plan & BID Strategy; The Cathedral District Master Plan,"
JSO"
73,073341 0000,073341 0000,0.93,Vacant Land & Vacant Bldg,NO,"535 WASHINGTON ST N, 32202",583848,583848,Cathedral,CCBD,65',NO,NO,NO,NO,Northbank CRA Plan & BID Strategy; The Cathedral District Master Plan,"The parking lot and the white block building located towards the rear of the property  are used by JSO. The two-story red brick building (which fronts North Washington Street) is vacant . With regard to the undeveloped portion of the property (outside of and to the North of the fenced area), the JSO is not using that and has no plans to do so.

Neighborhood Park planned per Parks master plan"
74,073318 0000,073318 0000,2.11,Office of Sheriff Community Transition Center ,NO,"451 CATHERINE ST C, 32202",5855348,5855348,Cathedral,CCBD,65',NO,NO,NO,NO,Northbank CRA Plan & BID Strategy; The Cathedral District Master Plan,JSO
75,073329 0000,073329 0000,1.93,Sulzbacher Center,NO,"611 ADAMS ST E, 32202",2501128,2501128,Cathedral,CCBD,65',NO,NO,NO,NO,Northbank CRA Plan & BID Strategy; The Cathedral District Master Plan,
75,073326 0000,073326 0000,0.14,Vacant Land,YES,"0 ADAMS ST E, 32202; Adams/Catherine/Hart Expy",144,144,Cathedral,CCBD,65',NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy; The Cathedral District Master Plan,Current Hart Bridge ROW but may become available after demolition and reconstruction.
76,073354 0000,073354 0000,23.58,Shipyards,NO,"750 BAY ST E, 32202",9682517,9682517,Sports & Entertainment,CCBD,0'-75' Riverfront Zone,YES,YES,YES,N/A,Northbank CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,Replacement Park for Kids Kampus.
77,130911 0000,130911 0000,2.46,Retention Pond,YES,"0 PALMETTO ST, 32202; Palmetto/Church/Beaver",418,418,Sports & Entertainment,PUD,Unlimited,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy, Currently managed by RWSM
77,083315 1000,083315 1000,0.66,Vacant Land,YES,"0 CHURCH ST E, 32202; Church/Beaver/Palmetto ",2450,2450,Sports & Entertainment,PUD,Unlimited,YES,NO,NO,N/A,Northbank CRA Plan & BID Strategy,Currently managed by Parks & Rec
77,083315 2000,083315 2000,0.11,Vacant Land,YES,"0 DUVAL ST, 32202; Duval/Palmetto/Church",19,19,Sports & Entertainment,PUD,Unlimited,YES,NO,NO,N/A,Northbank CRA Plan & BID Strategy, Currently managed by RWSM
77,083315 0000,083315 0000,1.24,Vacant Land,YES,"0 DUVAL ST E, 32202; Duval/Palmetto/Church/Beaver ",5495,5495,Sports & Entertainment,CCBD,Unlimited,YES,YES,NO,N/A,Northbank CRA Plan & BID Strategy,Hogan's Creek Greenway will impact; Currently managed by RWSM
78,130876 0000,130876 0000,10.66,Vacant Land/Parking Lot Z,YES,"825 DUVAL ST E, 32202",4864621,5822170,Sports & Entertainment,PUD,Unlimited,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy,"Parking Lot managed by ASM Global; in DIA inventory. 
"
79,130876 1000,130876 1000,8.9,VyStar Veterans Memorial Arena,NO,"300 A PHILIP RANDOLPH BLVD, 32202",37590057,37590057,Sports & Entertainment,PUD,Unlimited,NO,NO,NO,NO,Northbank CRA Plan & BID Strategy, Currently managed by Parks & Rec
80,131072 0000,131072 0000,8.45,Jax Baseball Grounds,NO,"301 A PHILIP RANDOLPH BLVD, 32202",14593184,14593184,Sports & Entertainment,PUD,Unlimited,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy,A.P. Randolph Church on property
80,130874 8050,130874 8050,0.16,James E. Merrill House,NO,"319 A PHILIP RANDOLPH BLVD, JACKSONVILLE, FL 32202",170029,170029,Sports & Entertainment,PUD,Unlimited,NO,NO,NO,YES,Northbank CRA Plan & BID Strategy,"House on property part of Jax Historical Society. 
On Jax Baseball Grounds property"
81,130571 0000,130571 0000,21.7,Vacant Parcel/Shipyards,YES,"950 BAY ST E, 32202",12740734,12740734,Sports & Entertainment,CCBD,0'-75' Riverfront Zone,YES,YES,YES,N/A,Northbank CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,Disposition of portion to MOSH in review; Portion to remain park.
82,130598 0000,130598 0000,0.91,Retention Pond,YES,"0 GATOR BOWL BLVD, 32202; Gator Bowl/A Philip Randolph/Adams/Georgia",154,154,Sports & Entertainment,CCBD,Unlimited,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy, Currently managed by RWSM
82,130590 0000,130590 0000,9.43,Vacant Land & Retention Pond ,YES,"1100 ADAMS ST E, 32202",1007880,1493863,Sports & Entertainment,CCBD,Unlimited,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy,
83,130849 0000,130849 0000,43.9,TIAA Bank Field,NO,"1 TIAA BANK FIELD DRIVE, JACKSONVILLE, FL 32202",172941815,172941815,Sports & Entertainment,CCBD/PUD,Unlimited,NO,NO,YES,NO,Northbank CRA Plan & BID Strategy,
83,131353 0000,131353 0000,3.91,TIAA Bank Field,NO,"0 GATOR BOWL BLVD, 32202; Gator Bowl/Dailys Pl/Haines St",1838509,1838509,Sports & Entertainment,CCBD,Unlimited,NO,NO,NO,NO,Northbank CRA Plan & BID Strategy,Lease to Jacksonville Jaguars
83,130586 0100,130586 0100,11.64,TIAA Bank Field,NO,"1 TIAA BANK FIELD DR, 32202",39999643,39999643,Sports & Entertainment,CCBD,Unlimited,NO,NO,NO,NO,Northbank CRA Plan & BID Strategy,
83,130568 0100,130568 0100,2.61,TIAA Bank Field,NO,"1528 ADAMS ST E, 32202",1101522,1101522,Sports & Entertainment,CCBD,Unlimited,NO,NO,NO,NO,Northbank CRA Plan & BID Strategy,
83,130572 0150,130572 0150,9.24,TIAA Bank Field,NO,"1406 GATOR BOWL BLVD, JACKSONVILLE, FL 32202",3660588,3660588,Sports & Entertainment,CCBD,Unlimited,NO,NO,NO,NO,Northbank CRA Plan & BID Strategy,
84,131351 0000,131351 0000,1.49,"Vacant Land;
Undeveloped Surface Parking",YES,"410 VICTORIA ST, 32202",290574,290574,Sports & Entertainment,CCBD,Unlimited,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy,
85,130572 0100,130572 0100,24.7,"Met Park, Kids Kampus & Jax Fire Museum ",NO,"1406 GATOR BOWL BLVD, 32202",18158299,18158299,Sports & Entertainment,CCBD,0'-75' Riverfront Zone,YES,YES,YES,NO,Northbank CRA Plan & BID Strategy; Downtown Riverfront Investment Strategy; Riverfront Design Guidelines and Activity Nodes Plan ,Met Park Property restricted by National Park Service for park use.; Kids Kampus disposition for Four Seasons Approved by City Council October 2021 via 2021-0673
86,130574 0150,130574 0150,14.38,Vacant Land & Retention Pond,NO,"1530 ADAMS ST E, 32202",4343983,4343983,Sports & Entertainment,CCBD,Unlimited,NO,NO,NO,N/A,Northbank CRA Plan & BID Strategy,Underneath HART Expressway; possible parcel available after reconstruction
